"age_group","contact_[0,9)","contact_[9,19)","contact_[19,29)","contact_[29,39)","contact_[39,49)","contact_[49,59)","contact_[59,69)","contact_[69,79)","contact_79+"
"[0,9)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"[9,19)","1.05384615384615","2.03076923076923","1.7","1.19230769230769","0.646153846153846","0","0.107692307692308","0.461538461538462","0.569230769230769"
"[19,29)","0.714934634060413","1.25844695429043","1.32763266344426","0.839233292075307","0.550864965625934","0.146828771167363","0.154035727596622","0.158014499624581","0.316306266994558"
"[29,39)","0.787201623014754","0.783278830465788","0.946156195255307","1.22859308256613","0.618095813186045","0.115057646356812","0.146541602199492","0.0924771362556926","0.238133518697819"
"[39,49)","0.73542482290313","1.00240633694655","1.05060503198305","1.05546038674981","0.634807667336583","0.153279708073549","0.212604238355377","0.116193492743244","0.322052130061467"
"[49,59)","0.628580874442976","0.971786989961737","0.835516623742978","0.893241109069117","0.630775043054368","0.176864977273459","0.254215824130163","0.235635809630226","0.551086276388434"
"[59,69)","0.863452289878202","0.976135557728785","0.718724671295566","0.8141270875886","0.636633053668471","0.144309056121925","0.169522083045733","0.245295720341555","0.429966647593043"
"[69,79)","0.617759737643549","0.699538630362892","1.06906622888814","0.701710112819875","0.269799915667442","0.0685083913483727","0.459239382463035","0.0634358171310297","0.234606379567056"
"79+","0.363590655246099","1.30172155054986","0.876402880281564","1.24076824610144","0.521949705379108","0.398419282597487","0.137765088258004","0","0.363590655246099"
