simDay,asymptomatic,deceased,exposed,infected1,infected2,recovered1,recovered2,susceptible
62,880548.7550246842,2672.7690230178787,108181.87405822861,71034.13711605652,63648.65025581999,389272.62451507454,196745.92571176833,55632976.04611518
63,957504.8187291826,3398.2245168780687,116659.41432542287,77028.20507318173,68981.12778497757,434167.9646836364,223484.17801136305,55463856.84869519
64,1039976.854951427,4210.684641910374,126350.95786431969,83620.58494369102,74666.1231508483,482255.5644510627,253072.20157456427,55280927.81024203
65,1129148.2994699713,5107.387112284184,136278.29101646616,90940.03897877758,80789.07653652347,533782.9454830599,285687.47025708447,55083347.27296568
66,1225067.6808337357,6090.2615428663275,147475.40842129302,98920.45214419314,87437.58534281014,589073.6403525494,321527.12410324125,54869488.629079156
67,1328138.7280056358,7163.8575866832725,158583.2216830067,107528.6554024353,94692.95473728908,648454.4458051929,360812.45449725515,54639706.464102365
68,1437624.2119977116,8333.796050009136,169563.21563276244,116573.43066670118,102585.73771099199,712187.3323831816,403777.70420615934,54394435.35317232
69,1553493.1886728348,9604.153004868886,181001.76210840198,126037.98780436981,111098.20157536432,780479.5554453467,450663.5070509509,54132702.426157705
70,1675992.7645933495,10979.593913070155,193009.39102075546,135946.1934500524,120221.12811644988,853541.504409271,501720.147798497,53853670.05851838
71,1805382.501621242,12465.170347623218,205585.3124514251,146320.28140718132,129952.25609669543,931590.4257287671,557206.9144003266,53556577.91976658
72,1941900.0725898987,14066.329687201855,218705.02996432572,157177.85668318384,140293.8571849224,1014849.1369445167,617394.909030516,53240693.589735255
73,2085799.532528425,15789.077027379777,232085.81849363103,168534.96999938635,151250.92337420015,1103542.8406978745,682565.4929457905,52905512.12675315
74,2236948.269969545,17639.571761597414,245901.2413640894,180347.6211195702,162827.7421063958,1197894.4603689734,753009.3591390655,52550512.51599061
75,2395279.3984158575,19624.15116147349,260193.26116981203,192590.48133246094,175020.61184231675,1298111.5320712014,829025.6706570744,52175235.675169654
76,2561088.4913686803,21749.149627345283,274422.9795341791,205307.38835439,187815.2302607483,1404372.4621746207,910926.1891229778,51779398.891376905
77,2733847.5204156344,24021.53633531344,288867.789336687,218396.05572090717,201209.715709711,1516866.106239771,999027.0066330848,51362845.05142873
78,2913282.138851984,26447.977254094476,303341.8480662014,231812.4739185913,215182.2901550931,1635731.5346113516,1093654.167055676,50925628.351906836
79,3098981.914711214,29035.075626214188,317710.13369179395,245497.8506563563,229703.7260478743,1761073.541627261,1195137.8502970329,50467940.6891621
80,3290403.518068898,31789.231564869053,331841.26182390086,259379.83211441647,244735.95606187836,1892955.6357595092,1303809.5498152117,49990165.79661113
