simDay,A,D,E,I1,I2,R1,R2,S
185,0.01048571508828917,0.001538521711559068,0.00014210242946077547,0.000184903900433193,0.00039256210773312125,0.040535287105972075,0.19055021087382049,0.756170696782732
186,0.010167408307861127,0.0015407932323748103,0.0001364763756710544,0.00017713009441271742,0.00037588324492938773,0.04023871874978581,0.19138345165299733,0.7559801383419678
187,0.009857935457876462,0.0015429678146886617,0.00013107828342198035,0.00016972217704641824,0.00035994036273633505,0.03994556486581096,0.19219566371552416,0.7557971273228943
188,0.009557132966303776,0.0015450501988045345,0.00012591782545759734,0.00016266110688446168,0.0003447043165323265,0.039655946806706775,0.19298726164885083,0.7556213251304593
189,0.00926484109746401,0.0015470448029244691,0.00012100067600465673,0.00015592944038757508,0.0003301468344084569,0.03936997433906241,0.1937586550477302,0.7554524077620183
190,0.00898092806819811,0.001548954259000059,0.00011627615235134615,0.00014951569857919983,0.00031624204237879795,0.039087744463136065,0.19451025522660131,0.7552900840897547
191,0.00870520285616847,0.001550783856314884,0.00011178736490366743,0.00014339989245891,0.00030296188294471645,0.03880934671737021,0.19524247003797926,0.7551340473918594
192,0.008437529750976083,0.0015525357051107218,0.00010747525404423786,0.00013757241396520123,0.00029028213346120714,0.03853485705590914,0.19595571151887367,0.7549840361676595
193,0.008177726021705611,0.0015542140746443523,0.00010335988236079672,0.00013201665030192672,0.0002781768980410979,0.03826434339770046,0.19665038520062128,0.7548397778746245
194,0.007925630733278925,0.0015558221312710933,9.943000520053667e-05,0.00012672016164872707,0.0002666220397885855,0.03799786408838294,0.19732689128706526,0.7547010195533634
195,0.007681091693895944,0.001557362342793051,9.565724183233532e-05,0.00012167273860525122,0.000255594801850276,0.037735468487117195,0.19798562775151926,0.7545675249423861
196,0.007443917893234458,0.0015588388701138173,9.207129730073181e-05,0.00011685858739554488,0.0002450713539425163,0.0374771987946776,0.19862698948372953,0.7544390537196054
197,0.007213964658327898,0.0015602533001401327,8.862465048036872e-05,0.00011227037717276258,0.00023503103008694625,0.03722308709053023,0.19925137158163178,0.7543153973116296
198,0.006991047568736994,0.0015616093608201076,8.533792852361607e-05,0.00010789445562187944,0.00022545169517353364,0.036973159950762,0.19985916140349996,0.7541963376368616
199,0.006775006323109258,0.0015629092606200621,8.219320514265622e-05,0.00010372165723833612,0.00021631334316933227,0.03672743557170241,0.20045074332056584,0.7540816773184519
200,0.006565680018055155,0.0015641552863629724,7.917803564629927e-05,9.974293271139702e-05,0.00020759653715946306,0.03648592594548675,0.2010264953913655,0.7539712258532124
